entire,adj.,全部的,[ɪnˈtaɪə(r)],,,,,,,,,,<entire><adj.><[ɪnˈtaɪə(r)]><全部的>,,,"""entire"",","""<entire><adj.><[ɪnˈtaɪə(r)]><全部的>""",,,,"(""entire"",""<entire><adj.><[ɪnˈtaɪə(r)]><全部的>""),","(""entire"",""<entire><adj.><[ɪnˈtaɪə(r)]><全部的>""),"
entrance,n.,人口,[(for,v.)ɪnˈtrɑ:ns;,(for,n.),ˈentrəns],,,,,,<entrance><n.><[(for><人口>,,,"""entrance"",","""<entrance><n.><[(for><人口>""",,,,"(""entrance"",""<entrance><n.><[(for><人口>""),","(""entrance"",""<entrance><n.><[(for><人口>""),"
entry,n.,进入;条目,[ˈentri],,,,,,,,,,<entry><n.><[ˈentri]><进入;条目>,,,"""entry"",","""<entry><n.><[ˈentri]><进入;条目>""",,,,"(""entry"",""<entry><n.><[ˈentri]><进入;条目>""),","(""entry"",""<entry><n.><[ˈentri]><进入;条目>""),"
envelope,n.,信封✉️,[ˈenvələʊp;ˈɒnvələʊp],,,,,,,,,,<envelope><n.><[ˈenvələʊp;ˈɒnvələʊp]><信封✉️>,,,"""envelope"",","""<envelope><n.><[ˈenvələʊp;ˈɒnvələʊp]><信封✉️>""",,,,"(""envelope"",""<envelope><n.><[ˈenvələʊp;ˈɒnvələʊp]><信封✉️>""),","(""envelope"",""<envelope><n.><[ˈenvələʊp;ˈɒnvələʊp]><信封✉️>""),"
environment,n.,环境,[ɪnˈvaɪrənmənt],,,,,,,,,,<environment><n.><[ɪnˈvaɪrənmənt]><环境>,,,"""environment"",","""<environment><n.><[ɪnˈvaɪrənmənt]><环境>""",,,,"(""environment"",""<environment><n.><[ɪnˈvaɪrənmənt]><环境>""),","(""environment"",""<environment><n.><[ɪnˈvaɪrənmənt]><环境>""),"
envy,n.,嫉妒,[ˈenvi],,,,,,,,,,<envy><n.><[ˈenvi]><嫉妒>,,,"""envy"",","""<envy><n.><[ˈenvi]><嫉妒>""",,,,"(""envy"",""<envy><n.><[ˈenvi]><嫉妒>""),","(""envy"",""<envy><n.><[ˈenvi]><嫉妒>""),"
equal,adj.,平等的,[ˈiːkwəl],,,,,,,,,,<equal><adj.><[ˈiːkwəl]><平等的>,,,"""equal"",","""<equal><adj.><[ˈiːkwəl]><平等的>""",,,,"(""equal"",""<equal><adj.><[ˈiːkwəl]><平等的>""),","(""equal"",""<equal><adj.><[ˈiːkwəl]><平等的>""),"
equality,n.,平等,[iˈkwɒləti],,,,,,,,,,<equality><n.><[iˈkwɒləti]><平等>,,,"""equality"",","""<equality><n.><[iˈkwɒləti]><平等>""",,,,"(""equality"",""<equality><n.><[iˈkwɒləti]><平等>""),","(""equality"",""<equality><n.><[iˈkwɒləti]><平等>""),"
equip,v.,给···装配,[ɪˈkwɪp],,,,,,,,,,<equip><v.><[ɪˈkwɪp]><给···装配>,,,"""equip"",","""<equip><v.><[ɪˈkwɪp]><给···装配>""",,,,"(""equip"",""<equip><v.><[ɪˈkwɪp]><给···装配>""),","(""equip"",""<equip><v.><[ɪˈkwɪp]><给···装配>""),"
equipment,n.,装备,[ɪˈkwɪpmənt],,,,,,,,,,<equipment><n.><[ɪˈkwɪpmənt]><装备>,,,"""equipment"",","""<equipment><n.><[ɪˈkwɪpmənt]><装备>""",,,,"(""equipment"",""<equipment><n.><[ɪˈkwɪpmənt]><装备>""),","(""equipment"",""<equipment><n.><[ɪˈkwɪpmənt]><装备>""),"
era,n.,纪元，时代,[ˈɪərə],,,,,,,,,,<era><n.><[ˈɪərə]><纪元，时代>,,,"""era"",","""<era><n.><[ˈɪərə]><纪元，时代>""",,,,"(""era"",""<era><n.><[ˈɪərə]><纪元，时代>""),","(""era"",""<era><n.><[ˈɪərə]><纪元，时代>""),"
error,n.,错误,[ˈerə(r)],,,,,,,,,,<error><n.><[ˈerə(r)]><错误>,,,"""error"",","""<error><n.><[ˈerə(r)]><错误>""",,,,"(""error"",""<error><n.><[ˈerə(r)]><错误>""),","(""error"",""<error><n.><[ˈerə(r)]><错误>""),"
escape,v.,逃离,[ɪˈskeɪp],,,,,,,,,,<escape><v.><[ɪˈskeɪp]><逃离>,,,"""escape"",","""<escape><v.><[ɪˈskeɪp]><逃离>""",,,,"(""escape"",""<escape><v.><[ɪˈskeɪp]><逃离>""),","(""escape"",""<escape><v.><[ɪˈskeɪp]><逃离>""),"
especially,adv.,尤其地,[ɪˈspeʃəli],,,,,,,,,,<especially><adv.><[ɪˈspeʃəli]><尤其地>,,,"""especially"",","""<especially><adv.><[ɪˈspeʃəli]><尤其地>""",,,,"(""especially"",""<especially><adv.><[ɪˈspeʃəli]><尤其地>""),","(""especially"",""<especially><adv.><[ɪˈspeʃəli]><尤其地>""),"
essay,n.,文章,[ˈeseɪ],,,,,,,,,,<essay><n.><[ˈeseɪ]><文章>,,,"""essay"",","""<essay><n.><[ˈeseɪ]><文章>""",,,,"(""essay"",""<essay><n.><[ˈeseɪ]><文章>""),","(""essay"",""<essay><n.><[ˈeseɪ]><文章>""),"
essential,adj.,必不可少的,[ɪˈsenʃl],,,,,,,,,,<essential><adj.><[ɪˈsenʃl]><必不可少的>,,,"""essential"",","""<essential><adj.><[ɪˈsenʃl]><必不可少的>""",,,,"(""essential"",""<essential><adj.><[ɪˈsenʃl]><必不可少的>""),","(""essential"",""<essential><adj.><[ɪˈsenʃl]><必不可少的>""),"
establish,v.,建立,[ɪˈstæblɪʃ],,,,,,,,,,<establish><v.><[ɪˈstæblɪʃ]><建立>,,,"""establish"",","""<establish><v.><[ɪˈstæblɪʃ]><建立>""",,,,"(""establish"",""<establish><v.><[ɪˈstæblɪʃ]><建立>""),","(""establish"",""<establish><v.><[ɪˈstæblɪʃ]><建立>""),"
estimate,v.,估计,[ˈestɪmeɪt;ˈestɪmət],,,,,,,,,,<estimate><v.><[ˈestɪmeɪt;ˈestɪmət]><估计>,,,"""estimate"",","""<estimate><v.><[ˈestɪmeɪt;ˈestɪmət]><估计>""",,,,"(""estimate"",""<estimate><v.><[ˈestɪmeɪt;ˈestɪmət]><估计>""),","(""estimate"",""<estimate><v.><[ˈestɪmeɪt;ˈestɪmət]><估计>""),"
eve,n.,前夕,[iːv],,,,,,,,,,<eve><n.><[iːv]><前夕>,,,"""eve"",","""<eve><n.><[iːv]><前夕>""",,,,"(""eve"",""<eve><n.><[iːv]><前夕>""),","(""eve"",""<eve><n.><[iːv]><前夕>""),"
even,adj.&adv.,平的，平滑的;甚至,[ˈiːvn],,,,,,,,,,<even><adj.&adv.><[ˈiːvn]><平的，平滑的;甚至>,,,"""even"",","""<even><adj.&adv.><[ˈiːvn]><平的，平滑的;甚至>""",,,,"(""even"",""<even><adj.&adv.><[ˈiːvn]><平的，平滑的;甚至>""),","(""even"",""<even><adj.&adv.><[ˈiːvn]><平的，平滑的;甚至>""),"
evening,n.,晚上,[ˈiːvnɪŋ],,,,,,,,,,<evening><n.><[ˈiːvnɪŋ]><晚上>,,,"""evening"",","""<evening><n.><[ˈiːvnɪŋ]><晚上>""",,,,"(""evening"",""<evening><n.><[ˈiːvnɪŋ]><晚上>""),","(""evening"",""<evening><n.><[ˈiːvnɪŋ]><晚上>""),"
event,n.,事件,[ɪˈvent],,,,,,,,,,<event><n.><[ɪˈvent]><事件>,,,"""event"",","""<event><n.><[ɪˈvent]><事件>""",,,,"(""event"",""<event><n.><[ɪˈvent]><事件>""),","(""event"",""<event><n.><[ɪˈvent]><事件>""),"
eventually,adv.,最后,[ɪˈventʃuəli],,,,,,,,,,<eventually><adv.><[ɪˈventʃuəli]><最后>,,,"""eventually"",","""<eventually><adv.><[ɪˈventʃuəli]><最后>""",,,,"(""eventually"",""<eventually><adv.><[ɪˈventʃuəli]><最后>""),","(""eventually"",""<eventually><adv.><[ɪˈventʃuəli]><最后>""),"
ever,adv.,曾经,[ˈevə(r)],,,,,,,,,,<ever><adv.><[ˈevə(r)]><曾经>,,,"""ever"",","""<ever><adv.><[ˈevə(r)]><曾经>""",,,,"(""ever"",""<ever><adv.><[ˈevə(r)]><曾经>""),","(""ever"",""<ever><adv.><[ˈevə(r)]><曾经>""),"
every,adj.,每一个,[ˈevri],,,,,,,,,,<every><adj.><[ˈevri]><每一个>,,,"""every"",","""<every><adj.><[ˈevri]><每一个>""",,,,"(""every"",""<every><adj.><[ˈevri]><每一个>""),","(""every"",""<every><adj.><[ˈevri]><每一个>""),"
everybody,pron.,每个人,[ˈevribɒdi],,,,,,,,,,<everybody><pron.><[ˈevribɒdi]><每个人>,,,"""everybody"",","""<everybody><pron.><[ˈevribɒdi]><每个人>""",,,,"(""everybody"",""<everybody><pron.><[ˈevribɒdi]><每个人>""),","(""everybody"",""<everybody><pron.><[ˈevribɒdi]><每个人>""),"
everyday,adj.,每天的，日常的,[ˈevrideɪ],,,,,,,,,,<everyday><adj.><[ˈevrideɪ]><每天的，日常的>,,,"""everyday"",","""<everyday><adj.><[ˈevrideɪ]><每天的，日常的>""",,,,"(""everyday"",""<everyday><adj.><[ˈevrideɪ]><每天的，日常的>""),","(""everyday"",""<everyday><adj.><[ˈevrideɪ]><每天的，日常的>""),"
everyone,pron.,每人,[ˈevriwʌn],,,,,,,,,,<everyone><pron.><[ˈevriwʌn]><每人>,,,"""everyone"",","""<everyone><pron.><[ˈevriwʌn]><每人>""",,,,"(""everyone"",""<everyone><pron.><[ˈevriwʌn]><每人>""),","(""everyone"",""<everyone><pron.><[ˈevriwʌn]><每人>""),"
everything,pron.,每件事情,[ˈevriθɪŋ],,,,,,,,,,<everything><pron.><[ˈevriθɪŋ]><每件事情>,,,"""everything"",","""<everything><pron.><[ˈevriθɪŋ]><每件事情>""",,,,"(""everything"",""<everything><pron.><[ˈevriθɪŋ]><每件事情>""),","(""everything"",""<everything><pron.><[ˈevriθɪŋ]><每件事情>""),"
everywhere,pron.,每处,[ˈevriweə(r)],,,,,,,,,,<everywhere><pron.><[ˈevriweə(r)]><每处>,,,"""everywhere"",","""<everywhere><pron.><[ˈevriweə(r)]><每处>""",,,,"(""everywhere"",""<everywhere><pron.><[ˈevriweə(r)]><每处>""),","(""everywhere"",""<everywhere><pron.><[ˈevriweə(r)]><每处>""),"
evidence,n.,证据,[ˈevɪdəns],,,,,,,,,,<evidence><n.><[ˈevɪdəns]><证据>,,,"""evidence"",","""<evidence><n.><[ˈevɪdəns]><证据>""",,,,"(""evidence"",""<evidence><n.><[ˈevɪdəns]><证据>""),","(""evidence"",""<evidence><n.><[ˈevɪdəns]><证据>""),"
evident,adj.,明显的,[ˈevɪdənt],,,,,,,,,,<evident><adj.><[ˈevɪdənt]><明显的>,,,"""evident"",","""<evident><adj.><[ˈevɪdənt]><明显的>""",,,,"(""evident"",""<evident><adj.><[ˈevɪdənt]><明显的>""),","(""evident"",""<evident><adj.><[ˈevɪdənt]><明显的>""),"
evil,adj.,邪恶的,[ˈiːvl;ˈiːvɪl],,,,,,,,,,<evil><adj.><[ˈiːvl;ˈiːvɪl]><邪恶的>,,,"""evil"",","""<evil><adj.><[ˈiːvl;ˈiːvɪl]><邪恶的>""",,,,"(""evil"",""<evil><adj.><[ˈiːvl;ˈiːvɪl]><邪恶的>""),","(""evil"",""<evil><adj.><[ˈiːvl;ˈiːvɪl]><邪恶的>""),"
evolution,n.,进化,[ˌiːvəˈluːʃn;ˌevəˈluːʃn],,,,,,,,,,<evolution><n.><[ˌiːvəˈluːʃn;ˌevəˈluːʃn]><进化>,,,"""evolution"",","""<evolution><n.><[ˌiːvəˈluːʃn;ˌevəˈluːʃn]><进化>""",,,,"(""evolution"",""<evolution><n.><[ˌiːvəˈluːʃn;ˌevəˈluːʃn]><进化>""),","(""evolution"",""<evolution><n.><[ˌiːvəˈluːʃn;ˌevəˈluːʃn]><进化>""),"
evolve,v.,进化,[ɪˈvɒlv],,,,,,,,,,<evolve><v.><[ɪˈvɒlv]><进化>,,,"""evolve"",","""<evolve><v.><[ɪˈvɒlv]><进化>""",,,,"(""evolve"",""<evolve><v.><[ɪˈvɒlv]><进化>""),","(""evolve"",""<evolve><v.><[ɪˈvɒlv]><进化>""),"
exact,adj.,确切的,[ɪɡˈzækt],,,,,,,,,,<exact><adj.><[ɪɡˈzækt]><确切的>,,,"""exact"",","""<exact><adj.><[ɪɡˈzækt]><确切的>""",,,,"(""exact"",""<exact><adj.><[ɪɡˈzækt]><确切的>""),","(""exact"",""<exact><adj.><[ɪɡˈzækt]><确切的>""),"
exaggerate,v.,夸张,[ɪɡˈzædʒəreɪt],,,,,,,,,,<exaggerate><v.><[ɪɡˈzædʒəreɪt]><夸张>,,,"""exaggerate"",","""<exaggerate><v.><[ɪɡˈzædʒəreɪt]><夸张>""",,,,"(""exaggerate"",""<exaggerate><v.><[ɪɡˈzædʒəreɪt]><夸张>""),","(""exaggerate"",""<exaggerate><v.><[ɪɡˈzædʒəreɪt]><夸张>""),"
exam,n.,测试,[ɪɡˈzæm],,,,,,,,,,<exam><n.><[ɪɡˈzæm]><测试>,,,"""exam"",","""<exam><n.><[ɪɡˈzæm]><测试>""",,,,"(""exam"",""<exam><n.><[ɪɡˈzæm]><测试>""),","(""exam"",""<exam><n.><[ɪɡˈzæm]><测试>""),"
examination,n.,测试,[ɪɡˌzæmɪˈneɪʃn],,,,,,,,,,<examination><n.><[ɪɡˌzæmɪˈneɪʃn]><测试>,,,"""examination"",","""<examination><n.><[ɪɡˌzæmɪˈneɪʃn]><测试>""",,,,"(""examination"",""<examination><n.><[ɪɡˌzæmɪˈneɪʃn]><测试>""),","(""examination"",""<examination><n.><[ɪɡˌzæmɪˈneɪʃn]><测试>""),"
examine,v.,检测,[ɪɡˈzæmɪn],,,,,,,,,,<examine><v.><[ɪɡˈzæmɪn]><检测>,,,"""examine"",","""<examine><v.><[ɪɡˈzæmɪn]><检测>""",,,,"(""examine"",""<examine><v.><[ɪɡˈzæmɪn]><检测>""),","(""examine"",""<examine><v.><[ɪɡˈzæmɪn]><检测>""),"
example,n.,例子,[ɪɡˈzɑːmpl],,,,,,,,,,<example><n.><[ɪɡˈzɑːmpl]><例子>,,,"""example"",","""<example><n.><[ɪɡˈzɑːmpl]><例子>""",,,,"(""example"",""<example><n.><[ɪɡˈzɑːmpl]><例子>""),","(""example"",""<example><n.><[ɪɡˈzɑːmpl]><例子>""),"
exceed,v.,超过,[ɪkˈsiːd],,,,,,,,,,<exceed><v.><[ɪkˈsiːd]><超过>,,,"""exceed"",","""<exceed><v.><[ɪkˈsiːd]><超过>""",,,,"(""exceed"",""<exceed><v.><[ɪkˈsiːd]><超过>""),","(""exceed"",""<exceed><v.><[ɪkˈsiːd]><超过>""),"
excellent,adj.,优秀的,[ˈeksələnt],,,,,,,,,,<excellent><adj.><[ˈeksələnt]><优秀的>,,,"""excellent"",","""<excellent><adj.><[ˈeksələnt]><优秀的>""",,,,"(""excellent"",""<excellent><adj.><[ˈeksələnt]><优秀的>""),","(""excellent"",""<excellent><adj.><[ˈeksələnt]><优秀的>""),"
except,prep.,除···之外,[ɪkˈsept],,,,,,,,,,<except><prep.><[ɪkˈsept]><除···之外>,,,"""except"",","""<except><prep.><[ɪkˈsept]><除···之外>""",,,,"(""except"",""<except><prep.><[ɪkˈsept]><除···之外>""),","(""except"",""<except><prep.><[ɪkˈsept]><除···之外>""),"
exception,n.,例外,[ɪkˈsepʃn],,,,,,,,,,<exception><n.><[ɪkˈsepʃn]><例外>,,,"""exception"",","""<exception><n.><[ɪkˈsepʃn]><例外>""",,,,"(""exception"",""<exception><n.><[ɪkˈsepʃn]><例外>""),","(""exception"",""<exception><n.><[ɪkˈsepʃn]><例外>""),"
excess,n.,过度，过量，无节制，超过，超频,[ɪkˈses],,,,,,,,,,<excess><n.><[ɪkˈses]><过度，过量，无节制，超过，超频>,,,"""excess"",","""<excess><n.><[ɪkˈses]><过度，过量，无节制，超过，超频>""",,,,"(""excess"",""<excess><n.><[ɪkˈses]><过度，过量，无节制，超过，超频>""),","(""excess"",""<excess><n.><[ɪkˈses]><过度，过量，无节制，超过，超频>""),"
excessive,adj.,过量的,[ɪkˈsesɪv],,,,,,,,,,<excessive><adj.><[ɪkˈsesɪv]><过量的>,,,"""excessive"",","""<excessive><adj.><[ɪkˈsesɪv]><过量的>""",,,,"(""excessive"",""<excessive><adj.><[ɪkˈsesɪv]><过量的>""),","(""excessive"",""<excessive><adj.><[ɪkˈsesɪv]><过量的>""),"
exchange,n.&v.,交换，交流,[ɪksˈtʃeɪndʒ],,,,,,,,,,<exchange><n.&v.><[ɪksˈtʃeɪndʒ]><交换，交流>,,,"""exchange"",","""<exchange><n.&v.><[ɪksˈtʃeɪndʒ]><交换，交流>""",,,,"(""exchange"",""<exchange><n.&v.><[ɪksˈtʃeɪndʒ]><交换，交流>""),","(""exchange"",""<exchange><n.&v.><[ɪksˈtʃeɪndʒ]><交换，交流>""),"
excite,v.,使激动,[ɪkˈsaɪt],,,,,,,,,,<excite><v.><[ɪkˈsaɪt]><使激动>,,,"""excite"",","""<excite><v.><[ɪkˈsaɪt]><使激动>""",,,,"(""excite"",""<excite><v.><[ɪkˈsaɪt]><使激动>""),","(""excite"",""<excite><v.><[ɪkˈsaɪt]><使激动>""),"
excitement,n.,激动，兴奋🥰,[ɪkˈsaɪtmənt],,,,,,,,,,<excitement><n.><[ɪkˈsaɪtmənt]><激动，兴奋🥰>,,,"""excitement"",","""<excitement><n.><[ɪkˈsaɪtmənt]><激动，兴奋🥰>""",,,,"(""excitement"",""<excitement><n.><[ɪkˈsaɪtmənt]><激动，兴奋🥰>""),","(""excitement"",""<excitement><n.><[ɪkˈsaɪtmənt]><激动，兴奋🥰>""),"
exciting,adj.,令人激动的,[ɪkˈsaɪtɪŋ],,,,,,,,,,<exciting><adj.><[ɪkˈsaɪtɪŋ]><令人激动的>,,,"""exciting"",","""<exciting><adj.><[ɪkˈsaɪtɪŋ]><令人激动的>""",,,,"(""exciting"",""<exciting><adj.><[ɪkˈsaɪtɪŋ]><令人激动的>""),","(""exciting"",""<exciting><adj.><[ɪkˈsaɪtɪŋ]><令人激动的>""),"
excuse,n.,原谅，申辩;谅解，借口,[ɪkˈskjuːs],,,,,,,,,,<excuse><n.><[ɪkˈskjuːs]><原谅，申辩;谅解，借口>,,,"""excuse"",","""<excuse><n.><[ɪkˈskjuːs]><原谅，申辩;谅解，借口>""",,,,"(""excuse"",""<excuse><n.><[ɪkˈskjuːs]><原谅，申辩;谅解，借口>""),","(""excuse"",""<excuse><n.><[ɪkˈskjuːs]><原谅，申辩;谅解，借口>""),"
execute,v.,执行;处死,[ˈeksɪkjuːt],,,,,,,,,,<execute><v.><[ˈeksɪkjuːt]><执行;处死>,,,"""execute"",","""<execute><v.><[ˈeksɪkjuːt]><执行;处死>""",,,,"(""execute"",""<execute><v.><[ˈeksɪkjuːt]><执行;处死>""),","(""execute"",""<execute><v.><[ˈeksɪkjuːt]><执行;处死>""),"
executive,n.&adj.,执行者;实行的，执行的,[ɪɡˈzekjətɪv],,,,,,,,,,<executive><n.&adj.><[ɪɡˈzekjətɪv]><执行者;实行的，执行的>,,,"""executive"",","""<executive><n.&adj.><[ɪɡˈzekjətɪv]><执行者;实行的，执行的>""",,,,"(""executive"",""<executive><n.&adj.><[ɪɡˈzekjətɪv]><执行者;实行的，执行的>""),","(""executive"",""<executive><n.&adj.><[ɪɡˈzekjətɪv]><执行者;实行的，执行的>""),"
exercise,n.&v.,习题，练习;训练，锻炼,[ˈeksəsaɪz],,,,,,,,,,<exercise><n.&v.><[ˈeksəsaɪz]><习题，练习;训练，锻炼>,,,"""exercise"",","""<exercise><n.&v.><[ˈeksəsaɪz]><习题，练习;训练，锻炼>""",,,,"(""exercise"",""<exercise><n.&v.><[ˈeksəsaɪz]><习题，练习;训练，锻炼>""),","(""exercise"",""<exercise><n.&v.><[ˈeksəsaɪz]><习题，练习;训练，锻炼>""),"
exert,v.,努力💪，尽力;运用,[ɪɡˈzɜːt],,,,,,,,,,<exert><v.><[ɪɡˈzɜːt]><努力💪，尽力;运用>,,,"""exert"",","""<exert><v.><[ɪɡˈzɜːt]><努力💪，尽力;运用>""",,,,"(""exert"",""<exert><v.><[ɪɡˈzɜːt]><努力💪，尽力;运用>""),","(""exert"",""<exert><v.><[ɪɡˈzɜːt]><努力💪，尽力;运用>""),"
exhaust,v.,使筋疲力尽,[ɪɡˈzɔːst],,,,,,,,,,<exhaust><v.><[ɪɡˈzɔːst]><使筋疲力尽>,,,"""exhaust"",","""<exhaust><v.><[ɪɡˈzɔːst]><使筋疲力尽>""",,,,"(""exhaust"",""<exhaust><v.><[ɪɡˈzɔːst]><使筋疲力尽>""),","(""exhaust"",""<exhaust><v.><[ɪɡˈzɔːst]><使筋疲力尽>""),"
exhibition,n.,展览,[ˌeksɪˈbɪʃn],,,,,,,,,,<exhibition><n.><[ˌeksɪˈbɪʃn]><展览>,,,"""exhibition"",","""<exhibition><n.><[ˌeksɪˈbɪʃn]><展览>""",,,,"(""exhibition"",""<exhibition><n.><[ˌeksɪˈbɪʃn]><展览>""),","(""exhibition"",""<exhibition><n.><[ˌeksɪˈbɪʃn]><展览>""),"
exhibit,v.,展出,[ɪɡˈzɪbɪt],,,,,,,,,,<exhibit><v.><[ɪɡˈzɪbɪt]><展出>,,,"""exhibit"",","""<exhibit><v.><[ɪɡˈzɪbɪt]><展出>""",,,,"(""exhibit"",""<exhibit><v.><[ɪɡˈzɪbɪt]><展出>""),","(""exhibit"",""<exhibit><v.><[ɪɡˈzɪbɪt]><展出>""),"
exist,v.,存在,[ɪɡˈzɪst],,,,,,,,,,<exist><v.><[ɪɡˈzɪst]><存在>,,,"""exist"",","""<exist><v.><[ɪɡˈzɪst]><存在>""",,,,"(""exist"",""<exist><v.><[ɪɡˈzɪst]><存在>""),","(""exist"",""<exist><v.><[ɪɡˈzɪst]><存在>""),"
existence,n.,存在,[ɪɡˈzɪstəns],,,,,,,,,,<existence><n.><[ɪɡˈzɪstəns]><存在>,,,"""existence"",","""<existence><n.><[ɪɡˈzɪstəns]><存在>""",,,,"(""existence"",""<existence><n.><[ɪɡˈzɪstəns]><存在>""),","(""existence"",""<existence><n.><[ɪɡˈzɪstəns]><存在>""),"
exit,n.,出口,[ˈeksɪt;ˈeɡzɪt],,,,,,,,,,<exit><n.><[ˈeksɪt;ˈeɡzɪt]><出口>,,,"""exit"",","""<exit><n.><[ˈeksɪt;ˈeɡzɪt]><出口>""",,,,"(""exit"",""<exit><n.><[ˈeksɪt;ˈeɡzɪt]><出口>""),","(""exit"",""<exit><n.><[ˈeksɪt;ˈeɡzɪt]><出口>""),"
expand,v.,扩展,[ɪkˈspænd],,,,,,,,,,<expand><v.><[ɪkˈspænd]><扩展>,,,"""expand"",","""<expand><v.><[ɪkˈspænd]><扩展>""",,,,"(""expand"",""<expand><v.><[ɪkˈspænd]><扩展>""),","(""expand"",""<expand><v.><[ɪkˈspænd]><扩展>""),"
expect,v.,期望,[ɪkˈspekt],,,,,,,,,,<expect><v.><[ɪkˈspekt]><期望>,,,"""expect"",","""<expect><v.><[ɪkˈspekt]><期望>""",,,,"(""expect"",""<expect><v.><[ɪkˈspekt]><期望>""),","(""expect"",""<expect><v.><[ɪkˈspekt]><期望>""),"
expectation,n.,期望,[ˌekspekˈteɪʃn],,,,,,,,,,<expectation><n.><[ˌekspekˈteɪʃn]><期望>,,,"""expectation"",","""<expectation><n.><[ˌekspekˈteɪʃn]><期望>""",,,,"(""expectation"",""<expectation><n.><[ˌekspekˈteɪʃn]><期望>""),","(""expectation"",""<expectation><n.><[ˌekspekˈteɪʃn]><期望>""),"
expense,n.,花费，费用,[ɪkˈspens],,,,,,,,,,<expense><n.><[ɪkˈspens]><花费，费用>,,,"""expense"",","""<expense><n.><[ɪkˈspens]><花费，费用>""",,,,"(""expense"",""<expense><n.><[ɪkˈspens]><花费，费用>""),","(""expense"",""<expense><n.><[ɪkˈspens]><花费，费用>""),"
expensive,adj.,昂贵的,[ɪkˈspensɪv],,,,,,,,,,<expensive><adj.><[ɪkˈspensɪv]><昂贵的>,,,"""expensive"",","""<expensive><adj.><[ɪkˈspensɪv]><昂贵的>""",,,,"(""expensive"",""<expensive><adj.><[ɪkˈspensɪv]><昂贵的>""),","(""expensive"",""<expensive><adj.><[ɪkˈspensɪv]><昂贵的>""),"
experience,n.&v.,经验;体验,[ɪkˈspɪəriəns],,,,,,,,,,<experience><n.&v.><[ɪkˈspɪəriəns]><经验;体验>,,,"""experience"",","""<experience><n.&v.><[ɪkˈspɪəriəns]><经验;体验>""",,,,"(""experience"",""<experience><n.&v.><[ɪkˈspɪəriəns]><经验;体验>""),","(""experience"",""<experience><n.&v.><[ɪkˈspɪəriəns]><经验;体验>""),"
experiment,n.&v.,实验,[ɪkˈsperɪmənt],,,,,,,,,,<experiment><n.&v.><[ɪkˈsperɪmənt]><实验>,,,"""experiment"",","""<experiment><n.&v.><[ɪkˈsperɪmənt]><实验>""",,,,"(""experiment"",""<experiment><n.&v.><[ɪkˈsperɪmənt]><实验>""),","(""experiment"",""<experiment><n.&v.><[ɪkˈsperɪmənt]><实验>""),"
expert,n.,专家,[ˈekspɜːt],,,,,,,,,,<expert><n.><[ˈekspɜːt]><专家>,,,"""expert"",","""<expert><n.><[ˈekspɜːt]><专家>""",,,,"(""expert"",""<expert><n.><[ˈekspɜːt]><专家>""),","(""expert"",""<expert><n.><[ˈekspɜːt]><专家>""),"
explain,v.,解释,[ɪkˈspleɪn],,,,,,,,,,<explain><v.><[ɪkˈspleɪn]><解释>,,,"""explain"",","""<explain><v.><[ɪkˈspleɪn]><解释>""",,,,"(""explain"",""<explain><v.><[ɪkˈspleɪn]><解释>""),","(""explain"",""<explain><v.><[ɪkˈspleɪn]><解释>""),"
explanation,n.,解释,[ˌekspləˈneɪʃn],,,,,,,,,,<explanation><n.><[ˌekspləˈneɪʃn]><解释>,,,"""explanation"",","""<explanation><n.><[ˌekspləˈneɪʃn]><解释>""",,,,"(""explanation"",""<explanation><n.><[ˌekspləˈneɪʃn]><解释>""),","(""explanation"",""<explanation><n.><[ˌekspləˈneɪʃn]><解释>""),"
explode,v.,爆炸💥,[ɪkˈspləʊd],,,,,,,,,,<explode><v.><[ɪkˈspləʊd]><爆炸💥>,,,"""explode"",","""<explode><v.><[ɪkˈspləʊd]><爆炸💥>""",,,,"(""explode"",""<explode><v.><[ɪkˈspləʊd]><爆炸💥>""),","(""explode"",""<explode><v.><[ɪkˈspləʊd]><爆炸💥>""),"
explosion,n.,爆炸💥,[ɪkˈspləʊʒn],,,,,,,,,,<explosion><n.><[ɪkˈspləʊʒn]><爆炸💥>,,,"""explosion"",","""<explosion><n.><[ɪkˈspləʊʒn]><爆炸💥>""",,,,"(""explosion"",""<explosion><n.><[ɪkˈspləʊʒn]><爆炸💥>""),","(""explosion"",""<explosion><n.><[ɪkˈspləʊʒn]><爆炸💥>""),"
explosive,adj.,爆炸的💥,[ɪkˈspləʊsɪv;ɪkˈspləʊzɪv],,,,,,,,,,<explosive><adj.><[ɪkˈspləʊsɪv;ɪkˈspləʊzɪv]><爆炸的💥>,,,"""explosive"",","""<explosive><adj.><[ɪkˈspləʊsɪv;ɪkˈspləʊzɪv]><爆炸的💥>""",,,,"(""explosive"",""<explosive><adj.><[ɪkˈspləʊsɪv;ɪkˈspləʊzɪv]><爆炸的💥>""),","(""explosive"",""<explosive><adj.><[ɪkˈspləʊsɪv;ɪkˈspləʊzɪv]><爆炸的💥>""),"
export,n.&v.,出口,[ˈekspɔːt],,,,,,,,,,<export><n.&v.><[ˈekspɔːt]><出口>,,,"""export"",","""<export><n.&v.><[ˈekspɔːt]><出口>""",,,,"(""export"",""<export><n.&v.><[ˈekspɔːt]><出口>""),","(""export"",""<export><n.&v.><[ˈekspɔːt]><出口>""),"
