child,n.,小孩🧒,[tʃaɪld],,,,,
childhood,n.,童年,[ˈtʃaɪldhʊd],,,,,
chill,n.,"寒意,凉意",[tʃɪl],,,,,
chimney,n.,烟囱;烟道,[ˈtʃɪmni],,,,,
chin,n.,下巴,[tʃɪn],,,,,
china,n.,陶瓷,[ˈtʃaɪnə],,,,,
chip,n.,"碎渣,木屑",[tʃɪp],,,,,
chocolate,n.,巧克力🍫,[ˈtʃɒklət],,,,,
choice,n.,选择,[tʃɔɪs],,,,,
choose,v.,挑选,[tʃuːz],,,,,
Christ,n.,基督✝️,[kraɪst],,,,,
Christian,adj.,基督教的✝️,[ˈkrɪstʃən],,,,,
Christmas,n.,圣诞节🎄,[ˈkrɪsməs],,,,,
church,n.,教堂⛪️,[tʃɜːtʃ],,,,,
cigar,n.,雪茄,[sɪˈɡɑː(r)],,,,,
cigaret,n.,香烟🚬,[ˌsɪɡəˈret],,,,,
cigarette,n.,香烟🚬,[ˌsɪɡəˈret],,,,,
cinema,n.,电影院🎦,[ˈsɪnəmə;ˈsɪnəmɑː],,,,,
circle,n.,圈子,[ˈsɜːkl],,,,,
circumstance,n.,环境,[ˈsɜːkəmstəns;ˈsɜːkəmstɑːns;,ˈsɜːkəmstæns],,,,
citizen,n.,市民,[ˈsɪtɪzn],,,,,
city,n.,城市,[ˈsɪti],,,,,
civil,adj.,"市民的,公民的",[ˈsɪvl],,,,,
civilization,n.,文明,[ˌsɪvəlaɪˈzeɪʃn],,,,,
claim,v.,宣称,[kleɪm],,,,,
class,n.,"班级,等级",[klɑːs],,,,,
classic,adj.&n.,"著名的,经典的;文学巨著,杰作",[ˈklæsɪk],,,,,
classical,adj.,古典的,[ˈklæsɪkl],,,,,
classmate,n.,同班同学,[ˈklɑːsmeɪt],,,,,
classroom,n.,教室,[ˈklɑːsruːm;ˈklɑːsrʊm],,,,,
clause,n.,从句,[klɔːz],,,,,
clay,n.,黏土,[kleɪ],,,,,
clean,adj.,干净的,[kliːn],,,,,
clear,adj.,清楚的,[klɪə(r)],,,,,
clerk,n.,员工,[klɑːk],,,,,
clever,adj.,聪明的,[ˈklevə(r)],,,,,
cliff,n.,悬崖,[klɪf],,,,,
climate,n.,气候,[ˈklaɪmət],,,,,
climb,v.,爬,[klaɪm],,,,,
clinic,n.,诊所,[ˈklɪnɪk],,,,,
clock,n.,钟表🕙,[klɒk],,,,,
close,v.,关闭,[kləʊs],,,,,
cloth,n.,布料,[klɒθ],,,,,
clothes,n.,衣服👔,[kləʊðz;kləʊz],,,,,
clothing,n.,衣服(集合词)👔,[ˈkləʊðɪŋ],,,,,
cloud,n.,"云,云朵☁️",[klaʊd],,,,,
cloudy,adj.,多云的,[ˈklaʊdi],,,,,
clue,n.,"线索,提示",[kluː],,,,,
coach,n.&v.,"教练,大客车;训练",[kəʊtʃ],,,,,
coal,n.,煤炭,[kəʊl],,,,,
coast,n.,"海岸,海滨🏖️",[kəʊst],,,,,
coat,n.,"外衣,外套🧥",[kəʊt],,,,,
cock,n.,公鸡🐓,[kɒk],,,,,
code,n.,密码㊙️,[kəʊd],,,,,
coffee,n.,咖啡☕️,[ˈkɒfi],,,,,
coil,n.,线圈,[kɔɪl],,,,,
coin,n.,硬币,[kɔɪn],,,,,
cold,adj.,"冷的,寒冷的",[kəʊld],,,,,
collapse,v.,倒塌,[kəˈlæps],,,,,
collar,n.,衣领,[ˈkɒlə(r)],,,,,
colleague,n.,同事,[ˈkɒliːɡ],,,,,
collect,v.,收集,[kəˈlekt],,,,,
collection,n.,收藏,[kəˈlekʃn],,,,,
college,n.,"学院,大学",[ˈkɒlɪdʒ],,,,,
color,n.,颜色,[ˈkʌlə(r)],,,,,
colour,n.,颜色,[ˈkʌlə(r)],,,,,
colony,n.,殖民地,[ˈkɒləni],,,,,
column,n.,专栏;圆柱体,[ˈkɒləm],,,,,
comb,n.,梳子,[kəʊm],,,,,
combine,v.,使联合,[kəmˈbaɪn],,,,,
come,v.,来,[kʌm],,,,,
comedy,n.,喜剧🎩,[ˈkɒmədi],,,,,
comfort,v.,使舒服😌,[ˈkʌmfət],,,,,
comfortable,adj.,舒服的😌,[ˈkʌmftəbl;ˈkʌmfətəbl],,,,,
command,v.,命令,[kəˈmɑːnd],,,,,
commander,n.,"指挥官,司令官",[kəˈmɑːndə(r)],,,,,
comment,n.&v.,评论,[ˈkɒment],,,,,
commerce,n.,商业,[ˈkɒmɜːs],,,,,
commercial,adj.,商业的,[kəˈmɜːʃl],,,,,
commit,v.,犯错;承诺,[kəˈmɪt],,,,,
committee,n.,委员会,[kəˈmɪti],,,,,
common,adj.,普通的,[ˈkɒmən],,,,,
communication,n.,交流,[kəˌmjuːnɪˈkeɪʃn],,,,,
communism,n.,共产主义,[ˈkɒmjunɪzəm],,,,,
communist,n.,共产主义者,[ˈkɒmjənɪst],,,,,
community,n.,"社区,团体",[kəˈmjuːnəti],,,,,
company,n.,公司,[ˈkʌmpəni],,,,,
compare,v.,与···比较,[kəmˈpeə(r)],,,,,
comparison,n.,"对比,比较",[kəmˈpærɪsn],,,,,
compass,n.,指南针🧭,[ˈkʌmpəs],,,,,
compel,v.,"逼迫,强迫",[kəmˈpel],,,,,
compete,v.,竞争,[kəmˈpiːt],,,,,
competition,n.,竞争,[ˌkɒmpəˈtɪʃn],,,,,
complain,v.,抱怨,[kəmˈpleɪn],,,,,
Complaint,n.,抱怨,[kəmˈpleɪnt],,,,,
complete,v.,完成,[kəmˈpliːt],,,,,
complex,adj.,复杂的,[ˈkɒmpleks],,,,,
complicated,adj.,复杂的,[ˈkɒmplɪkeɪtɪd],,,,,
component,adj.,组成部分;成分,[kəmˈpəʊnənt],,,,,
compose,v.,组成,[kəmˈpəʊz],,,,,
composition,n.,作文;成分;合成物,[ˌkɒmpəˈzɪʃn],,,,,
comprehension,n.,理解,[ˌkɒmprɪˈhenʃn],,,,,
computer,n.,计算机💻,[kəmˈpjuːtə(r)],,,,,
comrade,n.,同志,[ˈkɒmreɪd],,,,,
concentration,n.,专注,[ˌkɒnsnˈtreɪʃn],,,,,
concept,n.,概念,[ˈkɒnsept],,,,,
concern,n.&v.,关心;忧虑;担心,[kənˈsɜːn],,,,,
concerning,prep.,关于,[kənˈsɜːnɪŋ],,,,,
concert,n.,音乐会🎼,[ˈkɒnsət],,,,,
conclude,v.,总结,[kənˈkluːd],,,,,
conclusion,n.,总结,[kənˈkluːʒn],,,,,
concrete,adj.&n.,"具体的,混凝土",[ˈkɒŋkriːt],,,,,
condition,n.,条件,[kənˈdɪʃn],,,,,
conduct,v.&n.,"组织,实施;行为,举止",[kənˈdʌkt],,,,,
conductor,n.,导体,[kənˈdʌktə(r)],,,,,
conference,n.,会议,[ˈkɒnfərəns],,,,,
confess,v.,承认,[kənˈfes],,,,,
confidence,n.,自信心,[ˈkɒnfɪdəns],,,,,
confident,adj.,自信的,[ˈkɒnfɪdənt],,,,,
conflict,n.,冲突,[ˈkɒnflɪkt],,,,,
confuse,v.,使混淆,[kənˈfjuːz],,,,,
congratulate,v.,祝贺㊗️,[kənˈɡrætʃuleɪt],,,,,
congratulation,n.,祝贺㊗️,[kənˌɡrætʃuˈleɪʃn],,,,,
congress,n.,国会,[ˈkɒŋɡres],,,,,
conjunction,n.,连词,[kənˈdʒʌŋkʃn],,,,,
connect,v.,连接,[kəˈnekt],,,,,
connection,n.,联系,[kəˈnekʃn],,,,,
conquer,v.,"征服,占据",[ˈkɒŋkə(r)],,,,,
conscience,n.,良心,[ˈkɒnʃəns],,,,,
conscious,adj.,意识到的,[ˈkɒnʃəs],,,,,
consequence,n.,结果,[ˈkɒnsɪkwəns],,,,,
consider,v.,考虑,[kənˈsɪdə(r)],,,,,
considerate,adj.,"体贴的,考虑周到的",[kənˈsɪdərət],,,,,
consist,v.,"由···组成,包括",[kənˈsɪst],,,,,
consistent,adj.,一致的,[kənˈsɪstənt],,,,,
constant,adj.,不断的,[ˈkɒnstənt],,,,,
construct,v.,建造,[kənˈstrʌkt],,,,,
construction,n.,建筑🏠,[kənˈstrʌkʃn],,,,,
consult,v.,"请教,咨询",[kənˈsʌlt],,,,,
consultant,n.,顾问,[kənˈsʌltənt],,,,,
consume,v.,消费,[kənˈsjuːm],,,,,
consumer,n.,消费者,[kənˈsjuːmə(r)],,,,,
contact,v.&n.,接触,[ˈkɒntækt],,,,,
contain,v.,包含,[kənˈteɪn],,,,,
container,n.,容器,[kənˈteɪnə(r)],,,,,
content,adj.&n.,满意的;内容,[ˈkɒntent;kənˈtent],,,,,
contest,n.,竞赛,[ˈkɒntest],,,,,
context,n.,"上下文,语境",[ˈkɒntekst],,,,,
continent,n.,大陆,[ˈkɒntɪnənt],,,,,
continual,adj.,继续的,[kənˈtɪnjuəl],,,,,
continue,v.,继续,[kənˈtɪnjuː],,,,,
continuous,adj.,连续的;不断的,[kənˈtɪnjuəs],,,,,
contract,n.,合同,[ˈkɒntrækt],,,,,
contradiction,n.,矛盾,[ˌkɒntrəˈdɪkʃn],,,,,
contrary,adj.,相反的,['kɒntrərɪ],,,,,
contrast,v.&n.,相反,[ˈkɒntrɑːst],,,,,
contribute,v.,"做贡献;投稿;促成,有助于",[kənˈtrɪbjuːt;ˈkɒntrɪbjuːt],,,,,
contribution,n.,贡献,[ˌkɒntrɪˈbjuːʃn],,,,,
control,v.&n.,控制,[kənˈtrəʊl],,,,,
convenience,n.,方便,[kənˈviːniəns],,,,,
convenient,adj.,方便的,[kənˈviːniənt],,,,,
conventional,adj.,常规的,[kənˈvenʃənl],,,,,
conversation,n.,"交流,谈话",[ˌkɒnvəˈseɪʃn],,,,,
convert,v.,"转变,变化",[kənˈvɜːt],,,,,
convey,v.,传递,[kənˈveɪ],,,,,
convince,v.,使相信,[kənˈvɪns],,,,,
cook,v.&n.,做饭;厨师👩‍🍳,[kʊk],,,,,
cool,adj.,"凉的,酷的",[kuːl],,,,,
cooperate,v.,合作,[kəʊˈɒpəreɪt],,,,,
cope,v.,对付,[kəʊp],,,,,
copper,n.,铜,[ˈkɒpə(r)],,,,,
copy,v.&n.,复制;拷贝,[ˈkɒpi],,,,,
copyright,n.,版权©️,[ˈkɒpiraɪt],,,,,
cord,n.,绳子,[kɔːd],,,,,
core,n.,核心,[kɔː(r)],,,,,
corn,n.,玉米🌽,[kɔːn],,,,,
corner,n.,角落,[ˈkɔːnə(r)],,,,,
correct,adj.,正确的🙆‍♂️,[kəˈrekt],,,,,
correspond,v.,相一致,[ˌkɒrəˈspɒnd],,,,,
correspondence,n.,通信;信件✉️;一致,[ˌkɒrəˈspɒndəns],,,,,
correspondent,n.,"通讯员,记者",[ˌkɒrəˈspɒndənt],,,,,
corresponding,adj.,对应的,[ˌkɒrəˈspɒndɪŋ],,,,,
cost,v.&n.,花费;成本,[kɒst],,,,,
cottage,n.,"农舍,小屋",[ˈkɒtɪdʒ],,,,,
cotton,n.,棉花,[ˈkɒtn],,,,,
cough,v.&n.,咳嗽,[kɒf],,,,,
could,v.,能够(过去式),[kəd;kʊd],,,,,
council,n.,理事会,[ˈkaʊnsl],,,,,
count,v.,计数🧮,[kaʊnt],,,,,
counter,n.,柜台,[ˈkaʊntə(r)],,,,,
country,n.,国家,[ˈkʌntri],,,,,
countryside,n.,农村,[ˈkʌntrisaɪd],,,,,
county,n.,(美国)县;(英国)郡,[ˈkaʊnti],,,,,
couple,n.,"一双,一对;夫妇💑",[ˈkʌpl],,,,,
courage,n.,勇气,[ˈkʌrɪdʒ],,,,,
course,n.,课程,[kɔːs],,,,,
court,n.,法庭,[kɔːt],,,,,
courtyard,n.,庭院🏡,[ˈkɔːtjɑːd],,,,,
cousin,n.,堂(表)兄弟姐妹,[ˈkʌzn],,,,,
cover,v.&n.,覆盖;封面,[ˈkʌvə(r)],,,,,
cow,n.,奶牛🐄,[kaʊ],,,,,
crack,n.,"破裂,裂缝",[kræk],,,,,
craft,n.,工艺,[krɑːft],,,,,
crash,v.&n.,冲撞;使破碎,[kræʃ],,,,,
crawl,v.,爬,[krɔːl],,,,,
crazy,adj.,发疯的,[ˈkreɪzi],,,,,
cream,n.,奶油,[kriːm],,,,,
create,v.,创造,[kriˈeɪt],,,,,
creative,adj.,创造性的,[kriˈeɪtɪv],,,,,
creature,n.,生物,[ˈkriːtʃə(r)],,,,,
credit,n.,信用;学分,[ˈkredɪt],,,,,
creep,v.,缓慢地行进;爬,[kriːp],,,,,
crew,n.,全体船员,[kruː],,,,,
crime,n.,罪行;犯罪,[kraɪm],,,,,
criminal,你.&adj.,"罪犯;犯罪的,犯法的",[ˈkrɪmɪnl],,,,,
crisis,n.,危机,[ˈkraɪsɪs],,,,,
critic,n.,批评家,[ˈkrɪtɪk],,,,,
criticism,n.,批评,[ˈkrɪtɪsɪzəm],,,,,
criticize/-ise,v.,批评,[ˈkrɪtɪsaɪz],,,,,
crop,n.,"庄稼,作物",[krɒp],,,,,
cross,v.&n.,"穿过,越过;十字架✝️",[krɒs],,,,,
crossing,n.,十字路口,[ˈkrɒsɪŋ],,,,,
crowd,n.,(人)群,[kraʊd],,,,,
crown,n.,王冠👑,[kraʊn],,,,,
crucial,adj.,决定性的,[ˈkruːʃl],,,,,
crude,adj.,天然的,[kruːd],,,,,
cruel,adj.,残忍的,[ˈkruːəl],,,,,
cruise,v.,"巡逻,巡航",[kruːz],,,,,
cry,v.,"哭😭,喊叫",[kraɪ],,,,,
cultivate,v.,培养,[ˈkʌltɪveɪt],,,,,
culture,n.,文化,[ˈkʌltʃə(r)],,,,,
cup,n.,杯子,[kʌp],,,,,
cupboard,n.,碗柜,[ˈkʌbəd],,,,,
cure,v.&n.,治疗;治愈;疗法,[kjʊə(r)],,,,,
curiosity,n.,好奇心,[ˌkjʊəriˈɒsəti],,,,,
curl,v.,"卷发,使弯曲",[kɜːl],,,,,
currency,n.,货币,[ˈkʌrənsi],,,,,
current,adj.,当今的,[ˈkʌrənt],,,,,
curse,v.,咒骂,[kɜːs],,,,,
curtain,n.,窗帘,[ˈkɜːtn],,,,,
curve,n.,曲线,[kɜːv],,,,,
cushion,n.,椅垫,[ˈkʊʃn],,,,,
custom,n.,"风俗,习惯",[ˈkʌstəm],,,,,
customer,n.,顾客,[ˈkʌstəmə(r)],,,,,
cut,v.,切开,[kʌt],,,,,
cycle,n.&v.,"循环,周期♻️;骑自行车",[ˈsaɪkl],,,,,
daily,adj.,每天的,[ˈdeɪli],,,,,
dairy,n.,"乳制品,奶品店",[ˈdeəri],,,,,
dam,n.,"堤,坝",[dæm],,,,,
damage,n.&v.,"毁坏,破坏",[ˈdæmɪdʒ],,,,,
damn,v.,"该死,谴责",[dæm],,,,,
damp,n.&adj.,潮湿;潮湿的,[dæmp],,,,,
dance,n.&v.,舞蹈;跳舞💃,[dɑːns],,,,,
danger,n.,危险⚠️,[ˈdeɪndʒə(r)],,,,,
dangerous,adj.,危险的⚠️,[ˈdeɪndʒərəs],,,,,
dare,v.,敢于,[deə(r)],,,,,
dark,adj.,黑暗的;深色的,[dɑːk],,,,,
darling,n.&adj.,亲爱的人;心爱的;宠爱的,[ˈdɑːlɪŋ],,,,,
dash,v.,猛冲,[dæʃ],,,,,
data,n.,资料;数据💾,[ˈdeɪtə;ˈdɑːtə],,,,,
date,n.&v.,"日期;约会,定日期📅",[deɪt],,,,,
daughter,n.,女儿👧,[ˈdɔːtə(r)],,,,,
dawn,n.,黎明,[dɔːn],,,,,
day,n.,白天,[deɪ],,,,,
dead,adj.,死亡的,[ded],,,,,
deadline,n.,截止日期,[ˈdedlaɪn],,,,,
deaf,adj.,耳聋的,[def],,,,,
deal,n.&v.,"交易;处理,应付;做生意",[diːl],,,,,
dear,adj.,"昂贵的,亲爱的",[dɪə(r)],,,,,
death,n.,死亡💀,[deθ],,,,,
debate,n.&v.,争论,[dɪˈbeɪt],,,,,
debt,n.,债务,[det],,,,,
decade,n.,十年,[ˈdekeɪd;dɪˈkeɪd],,,,,
decay,v.,使腐烂,[dɪˈkeɪ],,,,,
deceive,v.,欺骗,[dɪˈsiːv],,,,,
December,n.,十二月,[dɪˈsembə(r)],,,,,
decent,adj.,体面的,[ˈdiːsnt],,,,,
decide,v.,决定,[dɪˈsaɪd],,,,,
decision,n.,决定,[dɪˈsɪʒn],,,,,
deck,n.,甲板,[dek],,,,,
declaration,n.,宣布,[ˌdekləˈreɪʃn],,,,,
declare,v.,宣布,[dɪˈkleə(r)],,,,,
decorate,v.,装饰,[ˈdekəreɪt],,,,,
decrease,v.,"减少,减低",[dɪ'kriːs],,,,,
deed,n.,行为,[diːd],,,,,
deep,adj.,深的,[diːp],,,,,
deer,n.,鹿🦌,[dɪə(r)],,,,,
defeat,v.,击败,[dɪˈfiːt],,,,,
defend,v.,为···辩护，防御,[dɪˈfend],,,,,
defense/-ce,n.,防御,[dɪ'fens],,,,,
define,v.,定义,[dɪˈfaɪn],,,,,
definite,adj.,明确的,[ˈdefɪnət],,,,,
degree,n.,程度,[dɪˈɡriː],,,,,
delay,v.,延迟,[dɪˈleɪ],,,,,
delegate,n.&v.,代表;委托,"[ˈdelɪɡət,",ˈdelɪɡeɪt],,,,
delicious,adj.,美味的,[dɪˈlɪʃəs],,,,,
delight,n.&v.,高兴，喜悦;使高兴😊,[dɪˈlaɪt],,,,,
delivery,n.,传送,[dɪˈlɪvəri],,,,,
demand,n.&v.,要求,[dɪˈmɑːnd],,,,,
democracy,n.,民主,[dɪˈmɒkrəsi],,,,,
dense,adj.,密集的,[dens],,,,,
dental,adj.,牙科的🦷,[ˈdentl],,,,,
deny,v.,否认,[dɪˈnaɪ],,,,,
depart,v.,离开,[dɪˈpɑːt],,,,,
department,n.,部门,[dɪˈpɑːtmənt],,,,,
depend,v.,依赖,[dɪˈpend],,,,,
dependent,adj.,依靠的,[dɪˈpendənt],,,,,
depress,v.,使沮丧🙍‍♂️,[dɪˈpres],,,,,
depression,n.,沮丧🙍‍♂️,[dɪˈpreʃn],,,,,
depth,n.,深度,[depθ],,,,,
describe,v.,描述,[dɪˈskraɪb],,,,,
description,n.,描述,[dɪˈskrɪpʃn],,,,,
desert,n.&v.,沙漠🏜️;含弃;放弃,[(for,v.),dɪ'zɜːt;,(for,n.),'dezət]
deserve,v.,应得,[dɪˈzɜːv],,,,,
design,v.&n.,设计;图案，花样,[dɪˈzaɪn],,,,,
desire,n.&v.,愿望，期望;希望,[dɪˈzaɪə(r)],,,,,
desk,n.,课桌,[desk],,,,,
despair,n.&v.,"失望,绝望",[dɪˈspeə(r)],,,,,
desperate,adj.,不顾一切的，拼死的，令人绝望的,[ˈdespərət],,,,,
despite,prep.,不管，不顾,[dɪˈspaɪt],,,,,
dessert,n.,甜点🍮,[dɪˈzɜːt],,,,,
destroy,v.,毁坏,[dɪˈstrɔɪ],,,,,
destruction,n.,破坏,[dɪˈstrʌkʃn],,,,,
detail,n.,细节,[ˈdiːteɪl],,,,,
detect,v.,发现,[dɪˈtekt],,,,,
detection,n.,发现,[dɪˈtekʃn],,,,,
detective,n.,侦探🕵️‍♀️,[dɪˈtektɪv],,,,,
determination,n.,决心,[dɪˌtɜːmɪˈneɪʃn],,,,,
determine,v.,下决心,[dɪˈtɜːmɪn],,,,,
develop,v.,发展,[dɪˈveləp],,,,,
development,n.,发展,[dɪˈveləpmənt],,,,,
device,n.,设置，装置,[dɪˈvaɪs],,,,,
devil,n.,恶魔😈,[ˈdevl],,,,,
devise,v.,设计,[dɪˈvaɪz],,,,,
devote,v.,贡献,[dɪˈvəʊt],,,,,
dial,v.,拨(号码),[ˈdaɪəl],,,,,
dialect,n.,方言,[ˈdaɪəlekt],,,,,
dialog(ue),n.,对话,[ˈdaɪəlɒɡ],,,,,
diamond,n.,宝石💎,[ˈdaɪəmənd],,,,,
diary,n.,日记,[ˈdaɪəri],,,,,
dictation,n.,听写，命令,[dɪkˈteɪʃn],,,,,
dictionary,n.,字典,[ˈdɪkʃənri],,,,,
die,v.,死亡💀,[daɪ],,,,,
diet,n.,"饮食,节食",[ˈdaɪət],,,,,
differ,v.,不同于,[ˈdɪfə(r)],,,,,
difference,n.,区别,[ˈdɪfrəns],,,,,
different,adj.,不同的,[ˈdɪfrənt],,,,,
difficult,adj.,困难的,[ˈdɪfɪkəlt],,,,,
difficulty,n.,困难,[ˈdɪfɪkəlti],,,,,
dig,v.,挖,[dɪɡ],,,,,
digest,n.&0.,"摘要,消化",[daɪˈdʒest;dɪˈdʒest],,,,,
digital,adj.,数字的🔢,[ˈdɪdʒɪtl],,,,,
dim,adj.,暗淡的,[dɪm],,,,,
dinner,n.,晚饭🥣,[ˈdɪnə(r)],,,,,
dip,v.,"浸,蘸，沾",[dɪp],,,,,
diplomatic,adj.,外交的,[ˌdɪpləˈmætɪk],,,,,
direct,v.,指导;方向🧭,[dəˈrekt;daɪˈrekt],,,,,
direction,n.,指导,[dəˈrekʃn;daɪˈrekʃn],,,,,
directly,adv.,直接地,[dəˈrektli;daɪˈrektli],,,,,
director,n.,主任;主管;导演,[dəˈrektə(r);daɪˈrektə(r)],,,,,
dirt,n.,尘土;污垢,[dɜːt],,,,,
dirty,adj.,脏的,[ˈdɜːti],,,,,
disappear,v.,消失,[ˌdɪsəˈpɪə(r)],,,,,
disappoint,v.,使···失望,[ˌdɪsəˈpɔɪnt],,,,,
disaster,n.,灾难,[dɪˈzɑːstə(r)],,,,,
discard,v.,抛弃,[dɪˈskɑːd],,,,,
discharge,v.,排放，释放,[dɪsˈtʃɑːdʒ],,,,,
discipline,n.,纪律,[ˈdɪsəplɪn],,,,,
discourage,v.,使···泄气,[dɪsˈkʌrɪdʒ],,,,,
discover,v.,发现,[dɪˈskʌvə(r)],,,,,
discuss,v.,讨论,[dɪˈskʌs],,,,,
discussion,n.,讨论,[dɪˈskʌʃn],,,,,
disease,n.,疾病🦠,[dɪˈziːz],,,,,
disguise,v.,伪装,[dɪsˈɡaɪz],,,,,
disgust,n.&v.,"厌恶,反感;使.",.,.,.,.,厌恶,[dɪsˈɡʌst]
dish,n.,"盘,碟",[dɪʃ],,,,,
disk,n.,圆盘，光盘💿,[dɪsk],,,,,
dislike,v.,不喜欢,[dɪsˈlaɪk],,,,,
dismiss,v.,解雇，解散,[dɪsˈmɪs],,,,,
disorder,n.,混乱;失调,[dɪsˈɔːdə(r)],,,,,
display,v.,展示,[dɪˈspleɪ],,,,,
disposal,n.,处理,[dɪˈspəʊzl],,,,,
dispose,v.,处理,[dɪˈspəʊz],,,,,
dispute,n.&v.,"争论,辩论",[dɪ'spjuːt;,'dɪspjuːt],,,,
dissolve,v.,溶解,[dɪˈzɒlv],,,,,
distance,n.,距离,[ˈdɪstəns],,,,,
distant,adj.,远处的,[ˈdɪstənt],,,,,
distinct,adj.,清楚的，明显的，截然不同的，独特的,[dɪˈstɪŋkt],,,,,
distinction,n.,区别，差别，级别，特性，声望,[dɪˈstɪŋkʃn],,,,,
distinguish,v.,区别,[dɪˈstɪŋɡwɪʃ],,,,,
distress,n.&v.,悲痛，穷困，不幸😢;使悲痛，使穷困,[dɪˈstres],,,,,
distribute,v.,分发,[dɪˈstrɪbjuːt;ˈdɪstrɪbjuːt],,,,,
district,n.,"区,行政区",[ˈdɪstrɪkt],,,,,
disturb,v.,打扰,[dɪˈstɜːb],,,,,
ditch,n.,沟,[dɪtʃ],,,,,
dive,n.&v.,"潜水,跳水🤿",[daɪv],,,,,
divide,v.,分割,[dɪˈvaɪd],,,,,
division,n.,"分开,分割",[dɪˈvɪʒn],,,,,
divorce,n.&v.,离婚;使离婚,[dɪˈvɔːs],,,,,
do,v.,做,[duː],,,,,
dog,n.,狗🐶,[dɒɡ],,,,,
doll,n.,布娃娃;玩偶🧸,[dɒl],,,,,
dollar,n.,美元💲,[ˈdɒlə(r)],,,,,
domestic,adj.,国内的，家庭的,[dəˈmestɪk],,,,,
dominant,adj.,统治的，支配的,[ˈdɒmɪnənt],,,,,
donkey,n.,驴子,[ˈdɒŋki],,,,,
door,n.,门🚪,[dɔː(r)],,,,,
dormitory,n.,宿舍,[ˈdɔːmətri],,,,,
dot,n.,斑点,[dɒt],,,,,
double,n.&v.,两倍;使加倍,[ˈdʌbl],,,,,
doubt,v.,怀疑,[daʊt],,,,,
doubtful,adj.,怀疑的,[ˈdaʊtfl],,,,,
down,prep.&adv.,向下，下去,[daʊn],,,,,
downstairs,adv.,"在楼下,往楼下",[ˌdaʊnˈsteəz],,,,,
downtown,n.,商业区,[ˈdaʊntaʊn],,,,,
downward,adj.,朝下的,[ˈdaʊnwəd],,,,,
dozen,n.,一打,[ˈdʌzn],,,,,
draft,n.,草图,[drɑːft],,,,,
dragon,n.,龙🐲,[ˈdræɡən],,,,,
drama,n.,戏剧,[ˈdrɑːmə],,,,,
draw,v.,"拉,拽;画",[drɔː],,,,,
drawer,n.,抽屉,[drɔ:(r)],,,,,
drawing,n.,图画，制图，素描,[ˈdrɔːɪŋ],,,,,
dream,n.&v.,梦;做梦,[driːm],,,,,
dress,n.&v.,服装，衣服;给···穿衣👔,[dres],,,,,
drift,n.&v.,漂流,[drɪft],,,,,
drill,n.&v.,训练,[drɪl],,,,,
drink,n.&v.,"饮料,酒;喝🥤",[drɪŋk],,,,,
drip,n.&v.,水滴;滴下💧,[drɪp],,,,,
drive,v.&n.,驾驶，开车;推进力,[draɪv],,,,,
driver,n.,司机,[ˈdraɪvə(r)],,,,,
drop,n.&v.,"滴下,落下",[drɒp],,,,,
drown,v.,溺水,[draʊn],,,,,
drug,n.,药品💊,[drʌɡ],,,,,
drum,n.,鼓🥁,[drʌm],,,,,
drunk,adj.,醉的,[drʌŋk],,,,,
dry,adj.,干的,[draɪ],,,,,
duck,n.,鸭子🦆,[dʌk],,,,,
due,adj.,到期的,[djuː],,,,,
dull,adj.,呆笨的,[dʌl],,,,,
dumb,adj.,哑的,[dʌm],,,,,
dump,n.,垃圾堆,[dʌmp],,,,,
durable,adj.,持久的,[ˈdjʊərəbl],,,,,
duration,n.,持续期间,[djuˈreɪʃn],,,,,
during,prep.,在···期间,[ˈdjʊərɪŋ],,,,,
dusk,n.,黄昏🌆,[dʌsk],,,,,
dust,n.,灰尘,[dʌst],,,,,
duty,n.,义务,[ˈdjuːti],,,,,
dye,n.&v.,"染料,染色;染",[daɪ],,,,,
each,adj.&pron.&adv.,每个的;各自;每个地,[iːtʃ],,,,,
eager,adj.,渴望的,[ˈiːɡə(r)],,,,,
eagle,n.,鹰🦅,[ˈiːɡl],,,,,
ear,n.,耳朵👂,[ɪə(r)],,,,,
early,adj.,早期的;提早的,[ˈɜːli],,,,,
earn,v.,挣得,[ɜːn],,,,,
earnest,adj.,真诚的,[ˈɜːnɪst],,,,,
earth,n.,地球🌍，泥土，尘世,[ɜːθ],,,,,
earthquake,n.,地震,[ˈɜːθkweɪk],,,,,
ease,v.,使···放松,[iːz],,,,,
east,n.,东方,[iːst],,,,,
eastern,adj.,东部的,[ˈiːstən],,,,,
easy,adj.,容易的,[ˈiːzi],,,,,
eat,v.,吃,[iːt],,,,,
echo,n.&v.,回声，回音;发回声,[ˈekəʊ],,,,,
economic,adj.,经济的;经济学的,[ˌiːkəˈnɒmɪk;ˌekəˈnɒmɪk],,,,,
economical,adj.,节约的，节俭的,[ˌiːkəˈnɒmɪkl;ˌekəˈnɒmɪkl],,,,,
economy,n.,经济,[ɪˈkɒnəmi],,,,,
edge,n.,边，界线,[edʒ],,,,,
edit,v.,编辑,[ˈedɪt],,,,,
edition,n.,版本;版次,[ɪˈdɪʃn],,,,,
editor,n.,编辑,[ˈedɪtə(r)],,,,,
editorial,adj.&n.,编辑的;社论,[ˌedɪˈtɔːriəl],,,,,
educate,v.,训练，培养,[ˈedʒukeɪt],,,,,
education,n.,教育,[ˌedʒuˈkeɪʃn],,,,,
effect,n.,影响,[ɪˈfekt],,,,,
